id,score,mean,median,max,min
sheet1.jpg,-2.0,4.5,-1.0,33.0,-2.0
adrian_omr.png,0.0,4.5,-1.0,33.0,-2.0
rgb-100-gsm.jpg,0.0,4.5,-1.0,33.0,-2.0
IMG_20201116_143512.jpg,33.0,4.5,-1.0,33.0,-2.0
sheet1.jpg,-2.0,4.5,-1.0,33.0,-2.0
sheet1.jpg,-2.0,4.5,-1.0,33.0,-2.0
